order_id,customer_id,product_sku,quantity,unit_price,total_amount,order_date,shipping_status,payment_method
,USER-1243,,1,329.99,329.99,2023-04-07T14:43:52.629Z,Seller,AmEx
,USER-1186,,1,289.99,289.99,2023-04-07T18:25:35.674Z,Seller,AmEx
,USER-1209,,1,14.99,14.99,2023-04-07T23:38:02.035Z,FBA,MasterCard
,USER-1113,,1,74.99,74.99,2023-04-08T04:36:16.482Z,FBA,PayPal
,USER-1267,,4,16.99,67.96,2023-04-08T12:42:25.051Z,FBA,Debit
,USER-1248,,1,9.99,9.99,2023-04-08T14:44:21.994Z,FBA,Debit
,USER-1338,,1,94.99,94.99,2023-04-08T20:50:08.865Z,Seller,Debit
,USER-1215,,3,9.99,29.97,2023-04-09T03:14:30.245Z,Seller,PayPal
,USER-1142,,2,39.99,79.98,2023-04-09T12:29:18.321Z,FBM,PayPal
,USER-1131,,1,239.99,239.99,2023-04-09T20:40:55.437Z,Seller,Discover
,USER-1354,,1,21.2,21.2,2023-04-09T21:17:11.467Z,FBA,VISA
,USER-1442,,1,129.99,129.99,2023-04-10T03:32:38.029Z,FBA,Debit
,USER-1226,,1,119.99,119.99,2023-04-10T07:29:17.722Z,FBM,VISA
,USER-1440,,1,129.99,129.99,2023-04-10T16:54:30.934Z,FBA,PayPal
,USER-1149,,1,89.5,89.5,2023-04-10T22:39:23.181Z,FBM,Discover
,USER-1488,,3,119.99,359.97,2023-04-11T03:35:20.606Z,Seller,MasterCard
,USER-1241,,1,129.99,129.99,2023-04-11T10:38:38.771Z,Seller,AmEx
,USER-1081,,1,54.99,54.99,2023-04-11T11:47:01.809Z,Seller,Discover
,USER-1272,,4,14.99,59.96,2023-04-11T17:13:20.566Z,Seller,Debit
,USER-1240,,1,39.99,39.99,2023-04-11T17:50:01.968Z,Seller,Discover
,USER-1262,,1,84.99,84.99,2023-04-12T01:15:16.465Z,FBM,Debit
,USER-1010,,3,21.08,63.23,2023-04-12T10:16:35.560Z,FBA,Discover
,USER-1406,,1,99.99,99.99,2023-04-12T16:32:12.465Z,FBM,Debit
,USER-1215,,1,22.9,22.9,2023-04-12T18:57:59.103Z,FBM,Debit
,USER-1376,,4,32.02,128.1,2023-04-12T21:25:25.551Z,Seller,Debit
,USER-1326,,1,84.99,84.99,2023-04-13T05:59:30.417Z,Seller,Debit
,USER-1172,,1,129.99,129.99,2023-04-13T08:23:19.129Z,FBM,Discover
,USER-1227,,1,54.99,54.99,2023-04-13T11:58:57.763Z,FBA,AmEx
,USER-1201,,3,97.72,293.15,2023-04-13T19:25:08.229Z,Seller,AmEx
,USER-1470,,1,45.99,45.99,2023-04-13T23:22:36.844Z,FBM,Discover
,USER-1329,,1,9.99,9.99,2023-04-14T00:38:13.407Z,FBA,AmEx
,USER-1100,,4,139.99,559.96,2023-04-14T05:31:59.397Z,FBA,VISA
,USER-1100,,2,45.99,91.98,2023-04-14T10:38:06.836Z,FBA,Debit
,USER-1455,,1,119.99,119.99,2023-04-14T18:57:18.265Z,FBM,VISA
,USER-1430,,3,84.99,254.97,2023-04-14T19:55:32.373Z,Seller,Discover
,USER-1027,,4,95.73,382.91,2023-04-15T04:52:40.297Z,Seller,PayPal
,USER-1401,,1,24.99,24.99,2023-04-15T06:11:02.290Z,FBM,Debit
,USER-1116,,1,14.29,14.29,2023-04-15T12:39:22.918Z,FBM,MasterCard
,USER-1134,,4,73.39,293.56,2023-04-15T13:04:27.083Z,FBA,PayPal
,USER-1293,,1,14.99,14.99,2023-04-15T14:40:11.002Z,FBM,PayPal
,USER-1153,,1,45.99,45.99,2023-04-15T15:32:30.702Z,FBA,Debit
,USER-1027,,1,54.99,54.99,2023-04-15T19:31:13.047Z,FBA,Debit
,USER-1297,,1,24.99,24.99,2023-04-15T21:19:09.328Z,FBM,Discover
,USER-1141,,1,9.99,9.99,2023-04-16T03:33:03.445Z,Seller,Discover
,USER-1415,,3,94.99,284.97,2023-04-16T05:33:50.399Z,Seller,AmEx
,USER-1399,,1,24.99,24.99,2023-04-16T09:17:59.284Z,Seller,VISA
,USER-1201,,1,74.99,74.99,2023-04-16T10:19:07.571Z,Seller,Discover
,USER-1309,,1,99.99,99.99,2023-04-16T13:54:55.416Z,FBM,PayPal
,USER-1290,,1,119.99,119.99,2023-04-16T23:02:11.655Z,FBA,VISA
,USER-1424,,1,16.99,16.99,2023-04-17T00:34:10.731Z,FBA,MasterCard
,USER-1317,,1,139.25,139.25,2023-04-17T06:32:40.602Z,Seller,Debit
,USER-1429,,1,98.0,98.0,2023-04-17T13:35:12.714Z,FBM,PayPal
,USER-1496,,1,39.99,39.99,2023-04-17T15:57:27.606Z,FBM,MasterCard
,USER-1016,,1,99.99,99.99,2023-04-18T00:17:46.545Z,Seller,AmEx
,USER-1159,,1,329.99,329.99,2023-04-18T04:11:30.112Z,Seller,AmEx
,USER-1172,,1,129.99,129.99,2023-04-18T10:02:00.245Z,FBA,VISA
,USER-1020,,4,289.99,1159.96,2023-04-18T15:30:52.693Z,FBA,MasterCard
,USER-1294,,2,125.09,250.18,2023-04-18T19:18:16.116Z,FBM,Discover
,USER-1410,,1,14.99,14.99,2023-04-19T00:10:27.766Z,FBA,PayPal
,USER-1156,,4,14.99,59.96,2023-04-19T05:49:24.602Z,FBM,MasterCard
,USER-1174,,1,329.99,329.99,2023-04-19T12:30:25.558Z,FBM,PayPal
,USER-1027,,1,39.99,39.99,2023-04-19T12:37:20.460Z,Seller,Discover
,USER-1287,,3,24.99,74.97,2023-04-19T18:43:39.093Z,FBA,AmEx
,USER-1385,,1,138.84,138.84,2023-04-19T20:42:15.576Z,Seller,AmEx
,USER-1068,,1,14.99,14.99,2023-04-20T05:13:12.899Z,FBA,MasterCard
,USER-1472,,4,99.99,399.96,2023-04-20T08:23:05.945Z,FBA,MasterCard
,USER-1385,,1,39.99,39.99,2023-04-20T12:27:19.166Z,Seller,MasterCard
,USER-1065,,1,24.99,24.99,2023-04-20T21:37:08.048Z,FBA,VISA
,USER-1271,,1,24.99,24.99,2023-04-20T22:10:31.609Z,FBA,AmEx
,USER-1423,,1,98.0,98.0,2023-04-21T05:08:01.808Z,FBM,VISA
,USER-1299,,1,129.99,129.99,2023-04-21T08:22:02.406Z,FBM,PayPal
,USER-1141,,4,253.64,1014.55,2023-04-21T17:47:14.563Z,FBM,PayPal
,USER-1003,,1,24.99,24.99,2023-04-22T00:47:19.531Z,FBA,PayPal
,USER-1238,,1,289.99,289.99,2023-04-22T03:14:01.163Z,Seller,PayPal
,USER-1204,,1,129.99,129.99,2023-04-22T03:32:57.542Z,FBM,Discover
,USER-1024,,3,139.99,419.97,2023-04-22T10:26:42.545Z,Seller,MasterCard
,USER-1327,,1,24.99,24.99,2023-04-22T18:28:49.374Z,FBM,Discover
,USER-1343,,1,289.99,289.99,2023-04-23T01:01:05.612Z,FBA,PayPal
,USER-1019,,2,129.99,259.98,2023-04-23T02:57:38.650Z,FBM,PayPal
,USER-1498,,2,239.99,479.98,2023-04-23T11:17:54.696Z,FBM,VISA
,USER-1375,,2,74.99,149.98,2023-04-23T16:26:24.454Z,FBM,AmEx
,USER-1421,,1,129.99,129.99,2023-04-23T21:28:02.132Z,FBM,Debit
,USER-1060,,1,74.99,74.99,2023-04-24T06:26:10.884Z,FBM,PayPal
,USER-1159,,1,99.99,99.99,2023-04-24T06:51:25.508Z,Seller,PayPal
,USER-1063,,2,45.99,91.98,2023-04-24T15:36:44.791Z,FBA,AmEx
,USER-1198,,1,16.99,16.99,2023-04-24T23:43:27.138Z,FBA,PayPal
,USER-1221,,1,84.99,84.99,2023-04-25T08:08:56.606Z,Seller,PayPal
,USER-1047,,1,69.99,69.99,2023-04-25T08:57:49.994Z,FBA,AmEx
,USER-1222,,1,91.91,91.91,2023-04-25T15:04:32.168Z,Seller,AmEx
,USER-1076,,1,12.15,12.15,2023-04-25T15:20:48.907Z,FBM,VISA
,USER-1096,,1,239.99,239.99,2023-04-25T19:36:47.670Z,FBM,MasterCard
,USER-1063,,1,24.99,24.99,2023-04-25T20:49:47.899Z,FBM,Discover
,USER-1045,,3,129.99,389.97,2023-04-26T05:23:05.444Z,FBA,Discover
,USER-1459,,3,45.99,137.97,2023-04-26T10:09:15.882Z,Seller,AmEx
,USER-1061,,1,289.99,289.99,2023-04-26T14:44:45.012Z,FBA,Discover
,USER-1044,,1,24.99,24.99,2023-04-26T18:21:07.212Z,FBM,Discover
,USER-1172,,2,42.85,85.71,2023-04-26T20:07:54.862Z,FBA,Debit
,USER-1308,,2,246.15,492.3,2023-04-27T01:48:02.884Z,FBM,MasterCard
,USER-1142,,1,94.99,94.99,2023-04-27T10:12:49.373Z,FBA,MasterCard
,USER-1313,,1,99.99,99.99,2023-04-27T11:54:21.835Z,FBA,Debit
,USER-1415,,1,88.37,88.37,2023-04-27T16:39:22.121Z,FBA,Discover
,USER-1403,,2,39.99,79.98,2023-04-27T20:54:06.741Z,Seller,AmEx
,USER-1399,,1,86.34,86.34,2023-04-27T20:55:09.376Z,FBM,AmEx
,USER-1198,,1,239.99,239.99,2023-04-28T05:44:23.198Z,Seller,PayPal
,USER-1029,,2,69.99,139.98,2023-04-28T10:06:03.498Z,FBM,Discover
,USER-1264,,1,197.03,197.03,2023-04-28T17:28:01.391Z,FBA,AmEx
,USER-1061,,2,14.99,29.98,2023-04-28T23:39:02.487Z,FBM,AmEx
,USER-1137,,1,99.99,99.99,2023-04-29T02:50:47.513Z,FBA,AmEx
,USER-1248,,1,45.99,45.99,2023-04-29T04:13:53.081Z,FBA,AmEx
,USER-1223,,1,82.48,82.48,2023-04-29T10:52:53.806Z,FBM,VISA
,USER-1219,,1,14.99,14.99,2023-04-29T14:01:50.579Z,FBM,AmEx
,USER-1399,,3,54.99,164.97,2023-04-29T15:31:59.234Z,FBA,Debit
,USER-1293,,1,69.84,69.84,2023-04-29T17:12:25.814Z,Seller,VISA
,USER-1346,,2,54.99,109.98,2023-04-29T22:38:02.936Z,FBA,Debit
,USER-1186,,1,98.0,98.0,2023-04-30T04:06:46.266Z,FBM,PayPal
,USER-1257,,2,9.99,19.98,2023-04-30T07:19:08.276Z,FBA,VISA
,USER-1144,,1,289.99,289.99,2023-04-30T09:44:47.909Z,Seller,Debit
,USER-1102,,1,139.99,139.99,2023-04-30T13:27:49.813Z,Seller,PayPal
,USER-1134,,3,94.99,284.97,2023-04-30T17:28:26.899Z,FBA,AmEx
,USER-1255,,4,9.99,39.96,2023-05-01T02:57:13.083Z,FBM,MasterCard
,USER-1288,,3,24.99,74.97,2023-05-01T10:55:35.291Z,FBM,AmEx
,USER-1474,,3,94.88,284.63,2023-05-01T15:15:59.906Z,FBA,MasterCard
,USER-1467,,4,139.99,559.96,2023-05-01T22:21:25.448Z,FBA,MasterCard
,USER-1161,,1,289.99,289.99,2023-05-02T03:40:37.710Z,FBA,PayPal
,USER-1132,,1,9.99,9.99,2023-05-02T08:00:07.749Z,FBM,Debit
,USER-1230,,3,239.99,719.97,2023-05-02T12:34:03.420Z,Seller,AmEx
,USER-1225,,4,39.99,159.96,2023-05-02T15:41:59.054Z,Seller,PayPal
,USER-1074,,2,94.99,189.98,2023-05-02T23:27:41.379Z,Seller,MasterCard
,USER-1066,,1,282.14,282.14,2023-05-03T02:24:00.519Z,FBM,Debit
,USER-1283,,2,9.99,19.98,2023-05-03T03:29:47.141Z,FBM,Discover
,USER-1040,,1,289.99,289.99,2023-05-03T04:35:37.882Z,FBA,Discover
,USER-1302,,1,119.99,119.99,2023-05-03T12:33:04.473Z,FBM,PayPal
,USER-1252,,1,129.99,129.99,2023-05-03T13:54:07.173Z,FBM,VISA
,USER-1276,,3,74.99,224.97,2023-05-03T23:23:30.542Z,FBA,MasterCard
,USER-1157,,1,39.99,39.99,2023-05-04T02:16:35.314Z,FBM,AmEx
,USER-1012,,3,129.99,389.97,2023-05-04T06:02:24.882Z,FBA,AmEx
,USER-1414,,2,74.99,149.98,2023-05-04T13:35:56.328Z,FBA,AmEx
,USER-1128,,1,45.99,45.99,2023-05-04T18:19:29.958Z,Seller,AmEx
,USER-1408,,1,329.99,329.99,2023-05-04T23:12:22.680Z,Seller,PayPal
,USER-1392,,4,14.99,59.96,2023-05-05T00:03:46.916Z,Seller,AmEx
,USER-1171,,2,98.0,196.0,2023-05-05T08:22:17.904Z,FBM,PayPal
,USER-1489,,1,270.67,270.67,2023-05-05T09:24:45.812Z,FBM,Discover
,USER-1237,,1,69.27,69.27,2023-05-05T16:56:34.091Z,Seller,VISA
,USER-1348,,1,14.99,14.99,2023-05-05T17:24:46.885Z,FBA,VISA
,USER-1490,,1,9.99,9.99,2023-05-05T18:34:51.137Z,FBM,Discover
,USER-1316,,1,329.99,329.99,2023-05-05T19:32:14.144Z,FBA,VISA
,USER-1200,,1,44.87,44.87,2023-05-06T00:43:49.467Z,FBM,AmEx
,USER-1278,,1,24.99,24.99,2023-05-06T04:20:03.140Z,FBM,VISA
,USER-1478,,1,16.99,16.99,2023-05-06T04:48:08.001Z,FBM,PayPal
,USER-1399,,2,24.99,49.98,2023-05-06T12:50:14.787Z,FBM,AmEx
,USER-1214,,1,317.48,317.48,2023-05-06T14:50:26.351Z,Seller,Discover
,USER-1020,,1,14.99,14.99,2023-05-06T20:32:06.619Z,FBA,VISA
,USER-1256,,1,44.23,44.23,2023-05-06T23:42:51.461Z,Seller,MasterCard
,USER-1025,,1,39.99,39.99,2023-05-07T03:47:58.219Z,FBA,AmEx
,USER-1413,,3,94.99,284.97,2023-05-07T09:41:46.608Z,FBM,AmEx
,USER-1120,,1,16.99,16.99,2023-05-07T14:36:57.296Z,Seller,VISA
,USER-1183,,1,24.99,24.99,2023-05-07T15:20:29.539Z,FBM,VISA
,USER-1175,,4,16.99,67.96,2023-05-07T20:18:01.126Z,FBM,PayPal
,USER-1017,,1,13.68,13.68,2023-05-08T00:00:09.153Z,FBM,AmEx
,USER-1499,,1,94.99,94.99,2023-05-08T02:05:15.138Z,Seller,PayPal
,USER-1158,,1,98.0,98.0,2023-05-08T10:51:48.667Z,Seller,PayPal
,USER-1088,,3,84.99,254.97,2023-05-08T18:29:31.858Z,FBA,Debit
,USER-1115,,1,312.0,312.0,2023-05-08T23:05:28.093Z,FBA,VISA
,USER-1218,,3,239.99,719.97,2023-05-09T01:36:03.336Z,FBM,Debit
,USER-1449,,4,74.99,299.96,2023-05-09T04:56:08.343Z,FBM,Discover
,USER-1083,,1,94.99,94.99,2023-05-09T05:28:56.581Z,Seller,VISA
,USER-1126,,3,239.99,719.97,2023-05-09T13:28:38.944Z,FBA,Debit
,USER-1196,,1,74.99,74.99,2023-05-09T16:01:43.148Z,Seller,Discover
,USER-1011,,1,54.99,54.99,2023-05-09T18:57:37.955Z,FBA,Debit
,USER-1086,,1,43.12,43.12,2023-05-10T03:38:31.012Z,Seller,MasterCard
,USER-1005,,1,21.08,21.08,2023-05-10T09:51:42.259Z,FBM,VISA
,USER-1252,,4,84.99,339.96,2023-05-10T12:13:41.347Z,FBA,Discover
,USER-1451,,1,74.99,74.99,2023-05-10T12:48:16.872Z,FBM,Debit
,USER-1096,,1,74.99,74.99,2023-05-10T17:31:30.216Z,Seller,PayPal
,USER-1105,,1,289.99,289.99,2023-05-10T22:52:11.471Z,Seller,VISA
,USER-1495,,3,24.99,74.97,2023-05-10T23:27:42.761Z,Seller,MasterCard
,USER-1312,,1,239.99,239.99,2023-05-11T04:56:13.276Z,Seller,VISA
,USER-1440,,1,14.99,14.99,2023-05-11T11:42:46.398Z,FBM,AmEx
,USER-1003,,3,123.5,370.51,2023-05-11T12:59:23.480Z,FBM,Discover
,USER-1461,,1,9.99,9.99,2023-05-11T18:11:15.789Z,FBA,AmEx
,USER-1172,,1,24.99,24.99,2023-05-11T21:13:48.208Z,Seller,Discover
,USER-1060,,1,129.99,129.99,2023-05-11T21:26:05.595Z,Seller,PayPal
,USER-1198,,1,38.69,38.69,2023-05-12T06:37:19.058Z,Seller,Debit
,USER-1376,,1,99.99,99.99,2023-05-12T14:53:55.183Z,Seller,PayPal
,USER-1295,,1,139.99,139.99,2023-05-12T17:57:56.878Z,FBM,Debit
,USER-1371,,3,129.99,389.97,2023-05-12T18:09:47.808Z,Seller,Discover
,USER-1329,,3,36.89,110.66,2023-05-12T21:20:08.749Z,FBM,MasterCard
,USER-1160,,4,289.99,1159.96,2023-05-13T06:49:41.749Z,FBM,Debit
,USER-1121,,1,9.99,9.99,2023-05-13T09:53:00.642Z,FBM,PayPal
,USER-1071,,1,16.99,16.99,2023-05-13T12:27:23.204Z,FBA,AmEx
,USER-1045,,1,69.99,69.99,2023-05-13T14:49:14.409Z,FBM,AmEx
,USER-1036,,1,289.99,289.99,2023-05-13T22:51:27.504Z,Seller,Discover
,USER-1139,,1,129.99,129.99,2023-05-13T22:57:03.686Z,FBA,Discover
,USER-1202,,2,129.99,259.98,2023-05-14T08:08:07.287Z,Seller,PayPal
,USER-1156,,1,16.99,16.99,2023-05-14T15:37:05.299Z,Seller,VISA
,USER-1484,,1,14.99,14.99,2023-05-14T19:05:25.066Z,Seller,AmEx
,USER-1343,,4,90.58,362.34,2023-05-15T01:11:59.394Z,FBM,AmEx
,USER-1389,,1,239.99,239.99,2023-05-15T10:19:59.057Z,Seller,Discover
,USER-1157,,1,9.99,9.99,2023-05-15T19:01:23.186Z,FBM,VISA
,USER-1027,,1,100.47,100.47,2023-05-16T00:06:20.055Z,FBA,Discover
,USER-1219,,1,94.99,94.99,2023-05-16T08:48:29.542Z,Seller,PayPal
,USER-1276,,1,139.99,139.99,2023-05-16T17:22:07.944Z,Seller,PayPal
,USER-1230,,1,94.99,94.99,2023-05-16T21:01:22.378Z,FBM,Debit
,USER-1392,,3,54.99,164.97,2023-05-17T03:24:40.545Z,Seller,Discover
,USER-1091,,1,123.57,123.57,2023-05-17T06:46:25.493Z,FBA,VISA
,USER-1257,,1,24.99,24.99,2023-05-17T14:42:34.279Z,Seller,MasterCard
,USER-1434,,1,239.99,239.99,2023-05-17T21:52:16.254Z,FBA,Debit
,USER-1468,,1,119.99,119.99,2023-05-18T01:14:05.319Z,Seller,PayPal
,USER-1422,,4,139.99,559.96,2023-05-18T03:18:50.216Z,FBM,Discover
,USER-1460,,1,101.02,101.02,2023-05-18T06:25:38.129Z,Seller,PayPal
,USER-1386,,1,14.99,14.99,2023-05-18T09:20:44.263Z,FBA,AmEx
,USER-1085,,1,24.99,24.99,2023-05-18T16:53:37.525Z,FBM,Discover
,USER-1242,,1,74.99,74.99,2023-05-19T00:41:58.816Z,FBA,Discover
,USER-1499,,1,99.99,99.99,2023-05-19T07:09:53.664Z,FBM,MasterCard
,USER-1235,,1,14.99,14.99,2023-05-19T13:03:11.107Z,FBM,MasterCard
,USER-1146,,1,14.99,14.99,2023-05-19T14:04:16.048Z,Seller,MasterCard
,USER-1234,,1,287.66,287.66,2023-05-19T19:38:04.821Z,FBM,MasterCard
,USER-1208,,1,24.99,24.99,2023-05-20T00:29:40.537Z,FBA,Debit
,USER-1416,,3,39.99,119.97,2023-05-20T06:57:28.242Z,Seller,VISA
,USER-1091,,1,239.99,239.99,2023-05-20T10:20:27.859Z,Seller,PayPal
,USER-1060,,2,14.99,29.98,2023-05-20T15:14:41.267Z,Seller,Debit
,USER-1306,,1,69.58,69.58,2023-05-20T23:31:39.808Z,Seller,VISA
,USER-1325,,1,139.99,139.99,2023-05-21T03:24:49.870Z,FBM,AmEx
,USER-1258,,1,329.99,329.99,2023-05-21T11:57:28.802Z,Seller,VISA
,USER-1221,,1,8.27,8.27,2023-05-21T20:18:39.404Z,FBM,VISA
,USER-1288,,1,99.99,99.99,2023-05-21T20:37:58.352Z,FBA,AmEx
,USER-1476,,1,119.99,119.99,2023-05-22T02:22:13.317Z,Seller,Debit
,USER-1214,,1,39.99,39.99,2023-05-22T10:20:56.654Z,FBA,PayPal
,USER-1434,,1,98.0,98.0,2023-05-22T10:26:50.197Z,Seller,PayPal
,USER-1148,,2,80.03,160.06,2023-05-22T13:39:19.157Z,FBM,Discover
,USER-1118,,1,24.99,24.99,2023-05-22T16:37:42.904Z,Seller,AmEx
,USER-1021,,4,94.99,379.96,2023-05-22T17:32:04.293Z,Seller,VISA
,USER-1403,,1,329.99,329.99,2023-05-22T19:38:52.364Z,Seller,Debit
,USER-1495,,2,94.99,189.98,2023-05-23T03:23:10.781Z,FBM,Discover
,USER-1276,,1,9.99,9.99,2023-05-23T11:49:07.024Z,FBA,PayPal
,USER-1486,,1,289.99,289.99,2023-05-23T11:59:02.838Z,FBA,Debit
,USER-1263,,1,9.99,9.99,2023-05-23T20:33:22.039Z,FBM,Discover
,USER-1373,,2,14.99,29.98,2023-05-23T23:15:53.417Z,Seller,Discover
,USER-1049,,1,84.99,84.99,2023-05-24T05:57:58.336Z,FBA,AmEx
,USER-1041,,1,94.99,94.99,2023-05-24T09:06:06.137Z,FBA,Debit
,USER-1303,,1,69.99,69.99,2023-05-24T15:37:28.372Z,FBA,PayPal
,USER-1272,,2,24.99,49.98,2023-05-24T18:40:09.597Z,FBA,PayPal
,USER-1489,,1,16.99,16.99,2023-05-24T19:26:44.337Z,FBA,Discover
,USER-1455,,1,45.99,45.99,2023-05-25T01:55:24.514Z,Seller,VISA
,USER-1186,,1,289.99,289.99,2023-05-25T05:49:17.079Z,FBM,PayPal
,USER-1494,,1,24.99,24.99,2023-05-25T07:15:01.275Z,Seller,Discover
,USER-1450,,1,45.99,45.99,2023-05-25T16:20:22.892Z,Seller,PayPal
,USER-1265,,4,9.99,39.96,2023-05-25T20:49:15.892Z,Seller,Debit
,USER-1437,,2,117.28,234.55,2023-05-26T00:04:00.584Z,Seller,VISA
,USER-1108,,1,99.99,99.99,2023-05-26T04:34:03.631Z,FBM,Discover
,USER-1160,,2,24.99,49.98,2023-05-26T12:17:09.213Z,Seller,PayPal
,USER-1010,,1,94.99,94.99,2023-05-26T21:25:22.104Z,FBM,MasterCard
,USER-1227,,1,14.99,14.99,2023-05-27T00:44:41.185Z,FBA,VISA
,USER-1199,,1,45.99,45.99,2023-05-27T03:25:59.495Z,Seller,MasterCard
,USER-1062,,2,82.09,164.18,2023-05-27T07:17:18.173Z,Seller,Debit
,USER-1127,,1,289.99,289.99,2023-05-27T10:59:56.233Z,FBM,MasterCard
,USER-1070,,1,289.99,289.99,2023-05-27T11:11:40.231Z,FBA,AmEx
,USER-1476,,1,119.99,119.99,2023-05-27T11:22:33.160Z,Seller,VISA
,USER-1492,,1,20.18,20.18,2023-05-27T18:02:34.303Z,FBA,PayPal
,USER-1402,,1,289.99,289.99,2023-05-28T03:09:47.207Z,FBA,AmEx
,USER-1067,,1,74.99,74.99,2023-05-28T11:41:19.548Z,FBA,AmEx
,USER-1181,,2,21.25,42.51,2023-05-28T16:58:14.438Z,FBA,PayPal
,USER-1147,,1,99.99,99.99,2023-05-28T18:22:30.699Z,FBA,VISA
,USER-1077,,1,70.47,70.47,2023-05-28T20:52:03.765Z,Seller,Discover
,USER-1410,,4,119.99,479.96,2023-05-28T22:34:17.064Z,FBA,Debit
,USER-1125,,1,69.99,69.99,2023-05-29T00:55:55.490Z,Seller,PayPal
,USER-1304,,1,54.99,54.99,2023-05-29T07:35:26.783Z,FBM,VISA
,USER-1066,,1,108.16,108.16,2023-05-29T10:31:04.002Z,Seller,Discover
,USER-1386,,1,61.79,61.79,2023-05-29T12:40:32.713Z,Seller,VISA
,USER-1059,,1,84.99,84.99,2023-05-29T20:21:10.915Z,Seller,MasterCard
,USER-1271,,1,9.99,9.99,2023-05-30T00:03:52.989Z,Seller,Discover
,USER-1075,,1,9.99,9.99,2023-05-30T01:28:26.903Z,FBM,PayPal
,USER-1184,,1,122.59,122.59,2023-05-30T09:20:58.442Z,FBM,Discover
,USER-1413,,1,16.99,16.99,2023-05-30T10:02:59.677Z,FBM,Discover
,USER-1042,,1,87.96,87.96,2023-05-30T11:34:51.994Z,FBM,AmEx
,USER-1388,,3,16.99,50.97,2023-05-30T12:38:14.440Z,FBA,Discover
,USER-1293,,1,9.99,9.99,2023-05-30T13:25:58.886Z,Seller,Debit
,USER-1014,,4,239.99,959.96,2023-05-30T19:17:59.750Z,FBM,VISA
,USER-1353,,1,99.99,99.99,2023-05-31T00:02:17.359Z,Seller,MasterCard
,USER-1081,,2,289.99,579.98,2023-05-31T04:56:59.515Z,FBA,MasterCard
,USER-1244,,1,14.99,14.99,2023-05-31T13:14:16.110Z,Seller,AmEx
,USER-1147,,1,39.99,39.99,2023-05-31T16:16:52.106Z,Seller,VISA
,USER-1019,,1,8.53,8.53,2023-06-01T00:17:32.060Z,FBA,VISA
,USER-1388,,1,80.09,80.09,2023-06-01T09:25:04.611Z,FBA,AmEx
,USER-1332,,1,24.99,24.99,2023-06-01T17:36:55.496Z,Seller,PayPal
,USER-1332,,2,94.99,189.98,2023-06-01T19:36:11.607Z,FBA,VISA
,USER-1054,,1,329.99,329.99,2023-06-01T21:35:38.719Z,FBM,VISA
,USER-1279,,1,289.99,289.99,2023-06-01T21:44:43.219Z,FBM,MasterCard
,USER-1086,,1,54.99,54.99,2023-06-02T04:14:11.043Z,FBM,VISA
,USER-1361,,1,54.99,54.99,2023-06-02T05:41:28.245Z,Seller,Discover
,USER-1201,,1,74.99,74.99,2023-06-02T09:08:15.803Z,FBA,MasterCard
,USER-1485,,1,13.95,13.95,2023-06-02T18:12:35.944Z,Seller,VISA
,USER-1162,,1,16.99,16.99,2023-06-02T21:33:53.566Z,Seller,AmEx
,USER-1244,,1,69.99,69.99,2023-06-03T04:51:02.732Z,FBM,Discover
,USER-1368,,1,289.99,289.99,2023-06-03T06:46:53.070Z,FBM,MasterCard
,USER-1101,,4,99.99,399.96,2023-06-03T11:30:55.124Z,FBA,Discover
,USER-1354,,1,69.99,69.99,2023-06-03T16:25:39.798Z,Seller,Discover
,USER-1391,,1,54.99,54.99,2023-06-03T19:55:46.377Z,FBM,AmEx
,USER-1283,,1,14.99,14.99,2023-06-04T00:40:28.374Z,FBA,Discover
,USER-1389,,1,14.99,14.99,2023-06-04T00:57:48.278Z,FBM,PayPal
,USER-1040,,2,9.99,19.98,2023-06-04T07:24:08.673Z,Seller,MasterCard
,USER-1434,,1,94.99,94.99,2023-06-04T08:29:42.429Z,Seller,PayPal
,USER-1428,,1,139.99,139.99,2023-06-04T08:39:02.427Z,FBM,PayPal
,USER-1222,,1,289.99,289.99,2023-06-04T10:21:01.332Z,FBA,VISA
,USER-1431,,1,74.99,74.99,2023-06-04T13:12:20.464Z,FBA,MasterCard
,USER-1445,,1,129.99,129.99,2023-06-04T18:45:35.271Z,Seller,Discover
,USER-1126,,4,74.99,299.96,2023-06-04T23:55:34.535Z,FBM,MasterCard
,USER-1303,,1,112.25,112.25,2023-06-05T04:40:51.741Z,Seller,VISA
,USER-1278,,4,139.99,559.96,2023-06-05T11:22:18.010Z,Seller,Discover
,USER-1413,,4,39.99,159.96,2023-06-05T20:42:34.327Z,FBM,Discover
,USER-1267,,1,94.99,94.99,2023-06-06T01:12:55.162Z,FBA,PayPal
,USER-1099,,4,21.8,87.22,2023-06-06T03:30:16.756Z,Seller,Discover
,USER-1292,,1,8.18,8.18,2023-06-06T08:41:28.741Z,FBM,PayPal
,USER-1192,,1,210.26,210.26,2023-06-06T11:24:20.193Z,Seller,PayPal
,USER-1100,,3,16.99,50.97,2023-06-06T19:58:30.839Z,FBA,VISA
,USER-1347,,1,289.99,289.99,2023-06-06T23:33:27.658Z,FBA,MasterCard
,USER-1323,,2,54.99,109.98,2023-06-06T23:56:23.779Z,FBM,Discover
,USER-1256,,1,239.99,239.99,2023-06-07T03:01:03.757Z,Seller,VISA
,USER-1219,,1,239.99,239.99,2023-06-07T04:50:54.254Z,FBA,Debit
