dataset1,dataset2,column1,column2,similarity
legacy_sales,third_products,unit_price,category_name,0.0
legacy_sales,third_products,unit_price,brand_name,0.0
legacy_sales,third_products,unit_price,supplier,0.0
legacy_customers,modern_sales,premium_member,timestamp,0.0
legacy_sales,third_products,unit_price,item_weight,0.0
legacy_sales,third_products,unit_price,product_dimensions,0.0
legacy_sales,third_products,unit_price,availability_status,0.0
legacy_sales,third_products,unit_price,stock_level,0.0
legacy_sales,third_sales,unit_price,sale_id,0.0
legacy_sales,third_sales,unit_price,account_id,0.0
legacy_sales,third_sales,unit_price,item_code,0.0
legacy_sales,third_sales,unit_price,order_quantity,0.0
legacy_customers,modern_sales,premium_member,transaction_total,0.0
legacy_sales,third_sales,unit_price,sale_total,0.0
legacy_sales,third_sales,unit_price,sale_date,0.0
legacy_sales,third_sales,unit_price,delivery_status,0.0
legacy_sales,third_sales,unit_price,payment_option,0.0
legacy_sales,third_sales,unit_price,customer_address,0.0
legacy_sales,modern_customers,total_amount,user_id,0.0
legacy_sales,modern_customers,total_amount,full_name,0.0
legacy_sales,modern_customers,total_amount,email,0.0
legacy_sales,modern_customers,total_amount,phone,0.0
legacy_sales,modern_customers,total_amount,shipping_city,0.0
legacy_sales,modern_customers,total_amount,shipping_state,0.0
legacy_sales,modern_customers,total_amount,shipping_zip,0.0
legacy_sales,modern_customers,total_amount,account_created,0.0
legacy_sales,modern_customers,total_amount,prime_member,0.0
legacy_sales,modern_customers,total_amount,loyalty_tier,0.0
legacy_sales,modern_products,total_amount,asin,0.0
legacy_sales,modern_products,total_amount,title,0.0
legacy_sales,modern_products,total_amount,category,0.0
legacy_sales,modern_products,total_amount,subcategory,0.0
legacy_sales,modern_products,total_amount,seller,0.0
legacy_sales,modern_products,total_amount,brand,0.0
legacy_sales,modern_products,total_amount,current_price,0.0
legacy_sales,modern_products,total_amount,weight_kg,0.0
legacy_sales,modern_products,total_amount,specifications,0.0
legacy_sales,modern_products,total_amount,stock_quantity,0.0
legacy_sales,modern_products,total_amount,product_condition,0.0
legacy_sales,modern_sales,total_amount,transaction_id,0.0
legacy_sales,modern_sales,total_amount,user_id,0.0
legacy_sales,modern_sales,total_amount,product_asin,0.0
legacy_sales,modern_sales,total_amount,qty,0.0
legacy_sales,modern_sales,total_amount,price_per_item,0.0
legacy_sales,modern_sales,total_amount,transaction_total,0.0
legacy_sales,modern_sales,total_amount,timestamp,0.0
legacy_sales,modern_sales,total_amount,fulfillment_channel,0.0
legacy_sales,modern_sales,total_amount,payment_type,0.0
legacy_sales,modern_sales,total_amount,promotion_applied,0.0
legacy_sales,third_customers,total_amount,account_id,0.0
legacy_sales,third_customers,total_amount,customer_name,0.0
legacy_sales,third_customers,total_amount,email_addr,0.0
legacy_sales,third_customers,total_amount,contact_number,0.0
legacy_sales,third_customers,total_amount,address_line,0.0
legacy_sales,third_customers,total_amount,city_name,0.0
legacy_sales,third_customers,total_amount,state_province,0.0
legacy_sales,third_customers,total_amount,postal_code,0.0
legacy_sales,third_customers,total_amount,country_code,0.0
legacy_sales,third_customers,total_amount,signup_date,0.0
legacy_sales,third_customers,total_amount,membership_status,0.0
legacy_sales,third_products,total_amount,item_code,0.0
legacy_sales,third_products,total_amount,item_name,0.0
legacy_sales,third_products,total_amount,category_name,0.0
legacy_sales,third_products,total_amount,brand_name,0.0
legacy_sales,third_products,total_amount,supplier,0.0
legacy_sales,third_products,total_amount,retail_price,0.0
legacy_sales,third_products,total_amount,item_weight,0.0
legacy_sales,third_products,total_amount,product_dimensions,0.0
legacy_sales,third_products,total_amount,availability_status,0.0
legacy_sales,third_products,total_amount,stock_level,0.0
legacy_sales,third_sales,total_amount,sale_id,0.0
legacy_sales,third_sales,total_amount,account_id,0.0
legacy_sales,third_sales,total_amount,item_code,0.0
legacy_sales,third_sales,total_amount,order_quantity,0.0
legacy_sales,third_sales,total_amount,item_price,0.0
legacy_sales,third_sales,total_amount,sale_total,0.0
legacy_sales,third_sales,total_amount,sale_date,0.0
legacy_sales,third_sales,total_amount,delivery_status,0.0
legacy_sales,third_sales,total_amount,payment_option,0.0
legacy_sales,third_sales,total_amount,customer_address,0.0
legacy_sales,modern_customers,order_date,user_id,0.0
legacy_sales,modern_customers,order_date,full_name,0.0
legacy_sales,modern_customers,order_date,email,0.0
legacy_sales,modern_customers,order_date,phone,0.0
legacy_sales,modern_customers,order_date,shipping_city,0.0
legacy_sales,modern_customers,order_date,shipping_state,0.0
legacy_sales,modern_customers,order_date,shipping_zip,0.0
legacy_sales,modern_customers,order_date,account_created,0.0
legacy_sales,modern_customers,order_date,prime_member,0.0
legacy_sales,modern_customers,order_date,loyalty_tier,0.0
legacy_sales,modern_products,order_date,asin,0.0
legacy_sales,modern_products,order_date,title,0.0
legacy_sales,modern_products,order_date,category,0.0
legacy_sales,modern_products,order_date,subcategory,0.0
legacy_sales,modern_products,order_date,seller,0.0
legacy_sales,modern_products,order_date,brand,0.0
legacy_sales,modern_products,order_date,current_price,0.0
legacy_sales,modern_products,order_date,weight_kg,0.0
legacy_sales,modern_products,order_date,specifications,0.0
legacy_sales,modern_products,order_date,stock_quantity,0.0
legacy_sales,modern_products,order_date,product_condition,0.0
legacy_sales,modern_sales,order_date,transaction_id,0.0
legacy_sales,modern_sales,order_date,user_id,0.0
legacy_sales,modern_sales,order_date,product_asin,0.0
legacy_sales,modern_sales,order_date,qty,0.0
legacy_sales,modern_sales,order_date,price_per_item,0.0
legacy_sales,modern_sales,order_date,transaction_total,0.0
legacy_sales,modern_sales,order_date,timestamp,0.0
legacy_sales,modern_sales,order_date,fulfillment_channel,0.0
legacy_sales,modern_sales,order_date,payment_type,0.0
legacy_sales,modern_sales,order_date,promotion_applied,0.0
legacy_sales,third_customers,order_date,account_id,0.0
legacy_sales,third_customers,order_date,customer_name,0.0
legacy_sales,third_customers,order_date,email_addr,0.0
legacy_sales,third_customers,order_date,contact_number,0.0
legacy_sales,third_customers,order_date,address_line,0.0
legacy_sales,third_customers,order_date,city_name,0.0
legacy_sales,third_customers,order_date,state_province,0.0
legacy_sales,third_customers,order_date,postal_code,0.0
legacy_sales,third_customers,order_date,country_code,0.0
legacy_customers,modern_sales,premium_member,price_per_item,0.0
legacy_sales,third_customers,order_date,membership_status,0.0
legacy_sales,third_products,order_date,item_code,0.0
legacy_sales,third_products,order_date,item_name,0.0
legacy_sales,third_products,order_date,category_name,0.0
legacy_sales,third_products,order_date,brand_name,0.0
legacy_sales,third_products,order_date,supplier,0.0
legacy_sales,third_products,order_date,retail_price,0.0
legacy_sales,third_products,order_date,item_weight,0.0
legacy_sales,third_products,order_date,product_dimensions,0.0
legacy_sales,third_products,order_date,availability_status,0.0
legacy_sales,third_products,order_date,stock_level,0.0
legacy_sales,third_sales,order_date,sale_id,0.0
legacy_sales,third_sales,order_date,account_id,0.0
legacy_sales,third_sales,order_date,item_code,0.0
legacy_customers,modern_sales,premium_member,qty,0.0
legacy_sales,third_sales,order_date,item_price,0.0
legacy_sales,third_sales,order_date,sale_total,0.0
legacy_customers,modern_sales,premium_member,product_asin,0.0
legacy_sales,third_sales,order_date,delivery_status,0.0
legacy_sales,third_sales,order_date,payment_option,0.0
legacy_sales,third_sales,order_date,customer_address,0.0
legacy_sales,modern_customers,shipping_status,user_id,0.0
legacy_sales,modern_customers,shipping_status,full_name,0.0
legacy_sales,modern_customers,shipping_status,email,0.0
legacy_sales,modern_customers,shipping_status,phone,0.0
legacy_sales,modern_customers,shipping_status,shipping_city,0.0
legacy_sales,modern_customers,shipping_status,shipping_state,0.0
legacy_sales,modern_customers,shipping_status,shipping_zip,0.0
legacy_sales,modern_customers,shipping_status,account_created,0.0
legacy_sales,modern_customers,shipping_status,prime_member,0.0
legacy_sales,modern_customers,shipping_status,loyalty_tier,0.0
legacy_sales,modern_products,shipping_status,asin,0.0
legacy_sales,modern_products,shipping_status,title,0.0
legacy_sales,modern_products,shipping_status,category,0.0
legacy_sales,modern_products,shipping_status,subcategory,0.0
legacy_sales,modern_products,shipping_status,seller,0.0
legacy_sales,modern_products,shipping_status,brand,0.0
legacy_sales,modern_products,shipping_status,current_price,0.0
legacy_sales,modern_products,shipping_status,weight_kg,0.0
legacy_sales,modern_products,shipping_status,specifications,0.0
legacy_sales,modern_products,shipping_status,stock_quantity,0.0
legacy_sales,modern_products,shipping_status,product_condition,0.0
legacy_sales,modern_sales,shipping_status,transaction_id,0.0
legacy_sales,modern_sales,shipping_status,user_id,0.0
legacy_sales,modern_sales,shipping_status,product_asin,0.0
legacy_sales,modern_sales,shipping_status,qty,0.0
legacy_sales,modern_sales,shipping_status,price_per_item,0.0
legacy_sales,modern_sales,shipping_status,transaction_total,0.0
legacy_sales,modern_sales,shipping_status,timestamp,0.0
legacy_sales,modern_sales,shipping_status,fulfillment_channel,0.0
legacy_sales,modern_sales,shipping_status,payment_type,0.0
legacy_sales,modern_sales,shipping_status,promotion_applied,0.0
legacy_sales,third_customers,shipping_status,account_id,0.0
legacy_sales,third_customers,shipping_status,customer_name,0.0
legacy_sales,third_customers,shipping_status,email_addr,0.0
legacy_sales,third_customers,shipping_status,contact_number,0.0
legacy_sales,third_customers,shipping_status,address_line,0.0
legacy_sales,third_customers,shipping_status,city_name,0.0
legacy_sales,third_customers,shipping_status,state_province,0.0
legacy_sales,third_customers,shipping_status,postal_code,0.0
legacy_sales,third_customers,shipping_status,country_code,0.0
legacy_sales,third_customers,shipping_status,signup_date,0.0
legacy_customers,modern_sales,premium_member,user_id,0.0
legacy_sales,third_products,shipping_status,item_code,0.0
legacy_sales,third_products,shipping_status,item_name,0.0
legacy_sales,third_products,shipping_status,category_name,0.0
legacy_sales,third_products,shipping_status,brand_name,0.0
legacy_sales,third_products,shipping_status,supplier,0.0
legacy_sales,third_products,shipping_status,retail_price,0.0
legacy_sales,third_products,shipping_status,item_weight,0.0
legacy_sales,third_products,shipping_status,product_dimensions,0.0
legacy_customers,modern_sales,premium_member,transaction_id,0.0
legacy_sales,third_products,shipping_status,stock_level,0.0
legacy_sales,third_sales,shipping_status,sale_id,0.0
legacy_sales,third_sales,shipping_status,account_id,0.0
legacy_sales,third_sales,shipping_status,item_code,0.0
legacy_sales,third_sales,shipping_status,order_quantity,0.0
legacy_sales,third_sales,shipping_status,item_price,0.0
legacy_sales,third_sales,shipping_status,sale_total,0.0
legacy_sales,third_sales,shipping_status,sale_date,0.0
legacy_customers,modern_products,premium_member,product_condition,0.0
legacy_sales,third_sales,shipping_status,payment_option,0.0
legacy_sales,third_sales,shipping_status,customer_address,0.0
legacy_sales,modern_customers,payment_method,user_id,0.0
legacy_sales,modern_customers,payment_method,full_name,0.0
legacy_sales,modern_customers,payment_method,email,0.0
legacy_sales,modern_customers,payment_method,phone,0.0
legacy_sales,modern_customers,payment_method,shipping_city,0.0
legacy_sales,modern_customers,payment_method,shipping_state,0.0
legacy_sales,modern_customers,payment_method,shipping_zip,0.0
legacy_sales,modern_customers,payment_method,account_created,0.0
legacy_sales,modern_customers,payment_method,prime_member,0.0
legacy_sales,modern_customers,payment_method,loyalty_tier,0.0
legacy_sales,modern_products,payment_method,asin,0.0
legacy_sales,modern_products,payment_method,title,0.0
legacy_sales,modern_products,payment_method,category,0.0
legacy_sales,modern_products,payment_method,subcategory,0.0
legacy_sales,modern_products,payment_method,seller,0.0
legacy_sales,modern_products,payment_method,brand,0.0
legacy_sales,modern_products,payment_method,current_price,0.0
legacy_sales,modern_products,payment_method,weight_kg,0.0
legacy_sales,modern_products,payment_method,specifications,0.0
legacy_sales,modern_products,payment_method,stock_quantity,0.0
legacy_sales,modern_products,payment_method,product_condition,0.0
legacy_sales,modern_sales,payment_method,transaction_id,0.0
legacy_sales,modern_sales,payment_method,user_id,0.0
legacy_sales,modern_sales,payment_method,product_asin,0.0
legacy_sales,modern_sales,payment_method,qty,0.0
legacy_sales,modern_sales,payment_method,price_per_item,0.0
legacy_sales,modern_sales,payment_method,transaction_total,0.0
legacy_sales,modern_sales,payment_method,timestamp,0.0
legacy_sales,modern_sales,payment_method,fulfillment_channel,0.0
legacy_customers,modern_products,premium_member,stock_quantity,0.0
legacy_sales,modern_sales,payment_method,promotion_applied,0.0
legacy_sales,third_customers,payment_method,account_id,0.0
legacy_sales,third_customers,payment_method,customer_name,0.0
legacy_sales,third_customers,payment_method,email_addr,0.0
legacy_sales,third_customers,payment_method,contact_number,0.0
legacy_sales,third_customers,payment_method,address_line,0.0
legacy_sales,third_customers,payment_method,city_name,0.0
legacy_sales,third_customers,payment_method,state_province,0.0
legacy_sales,third_customers,payment_method,postal_code,0.0
legacy_sales,third_customers,payment_method,country_code,0.0
legacy_sales,third_customers,payment_method,signup_date,0.0
legacy_sales,third_customers,payment_method,membership_status,0.0
legacy_sales,third_products,payment_method,item_code,0.0
legacy_sales,third_products,payment_method,item_name,0.0
legacy_sales,third_products,payment_method,category_name,0.0
legacy_sales,third_products,payment_method,brand_name,0.0
legacy_sales,third_products,payment_method,supplier,0.0
legacy_sales,third_products,payment_method,retail_price,0.0
legacy_sales,third_products,payment_method,item_weight,0.0
legacy_sales,third_products,payment_method,product_dimensions,0.0
legacy_sales,third_products,payment_method,availability_status,0.0
legacy_sales,third_products,payment_method,stock_level,0.0
legacy_sales,third_sales,payment_method,sale_id,0.0
legacy_sales,third_sales,payment_method,account_id,0.0
legacy_sales,third_sales,payment_method,item_code,0.0
legacy_sales,third_sales,payment_method,order_quantity,0.0
legacy_sales,third_sales,payment_method,item_price,0.0
legacy_sales,third_sales,payment_method,sale_total,0.0
legacy_sales,third_sales,payment_method,sale_date,0.0
legacy_sales,third_sales,payment_method,delivery_status,0.0
legacy_customers,modern_products,premium_member,specifications,0.0
legacy_sales,third_sales,payment_method,customer_address,0.0
legacy_sales,modern_customers,shipping_address,user_id,0.0
legacy_sales,modern_customers,shipping_address,full_name,0.0
legacy_sales,modern_customers,shipping_address,email,0.0
legacy_sales,modern_customers,shipping_address,phone,0.0
legacy_sales,modern_customers,shipping_address,shipping_city,0.0
legacy_sales,modern_customers,shipping_address,shipping_state,0.0
legacy_sales,modern_customers,shipping_address,shipping_zip,0.0
legacy_sales,modern_customers,shipping_address,account_created,0.0
legacy_sales,modern_customers,shipping_address,prime_member,0.0
legacy_sales,modern_customers,shipping_address,loyalty_tier,0.0
legacy_sales,modern_products,shipping_address,asin,0.0
legacy_sales,modern_products,shipping_address,title,0.0
legacy_sales,modern_products,shipping_address,category,0.0
legacy_sales,modern_products,shipping_address,subcategory,0.0
legacy_sales,modern_products,shipping_address,seller,0.0
legacy_sales,modern_products,shipping_address,brand,0.0
legacy_sales,modern_products,shipping_address,current_price,0.0
legacy_sales,modern_products,shipping_address,weight_kg,0.0
legacy_sales,modern_products,shipping_address,specifications,0.0
legacy_sales,modern_products,shipping_address,stock_quantity,0.0
legacy_sales,modern_products,shipping_address,product_condition,0.0
legacy_sales,modern_sales,shipping_address,transaction_id,0.0
legacy_sales,modern_sales,shipping_address,user_id,0.0
legacy_sales,modern_sales,shipping_address,product_asin,0.0
legacy_sales,modern_sales,shipping_address,qty,0.0
legacy_sales,modern_sales,shipping_address,price_per_item,0.0
legacy_sales,modern_sales,shipping_address,transaction_total,0.0
legacy_sales,modern_sales,shipping_address,timestamp,0.0
legacy_sales,modern_sales,shipping_address,fulfillment_channel,0.0
legacy_sales,modern_sales,shipping_address,payment_type,0.0
legacy_sales,modern_sales,shipping_address,promotion_applied,0.0
legacy_sales,third_customers,shipping_address,account_id,0.0
legacy_sales,third_customers,shipping_address,customer_name,0.0
legacy_sales,third_customers,shipping_address,email_addr,0.0
legacy_sales,third_customers,shipping_address,contact_number,0.0
legacy_sales,third_customers,shipping_address,address_line,0.0
legacy_sales,third_customers,shipping_address,city_name,0.0
legacy_sales,third_customers,shipping_address,state_province,0.0
legacy_sales,third_customers,shipping_address,postal_code,0.0
legacy_sales,third_customers,shipping_address,country_code,0.0
legacy_sales,third_customers,shipping_address,signup_date,0.0
legacy_sales,third_customers,shipping_address,membership_status,0.0
legacy_sales,third_products,shipping_address,item_code,0.0
legacy_sales,third_products,shipping_address,item_name,0.0
legacy_sales,third_products,shipping_address,category_name,0.0
legacy_sales,third_products,shipping_address,brand_name,0.0
legacy_sales,third_products,shipping_address,supplier,0.0
legacy_sales,third_products,shipping_address,retail_price,0.0
legacy_sales,third_products,shipping_address,item_weight,0.0
legacy_sales,third_products,shipping_address,product_dimensions,0.0
legacy_sales,third_products,shipping_address,availability_status,0.0
legacy_sales,third_products,shipping_address,stock_level,0.0
legacy_sales,third_sales,shipping_address,sale_id,0.0
legacy_sales,third_sales,shipping_address,account_id,0.0
legacy_sales,third_sales,shipping_address,item_code,0.0
legacy_sales,third_sales,shipping_address,order_quantity,0.0
legacy_sales,third_sales,shipping_address,item_price,0.0
legacy_sales,third_sales,shipping_address,sale_total,0.0
legacy_sales,third_sales,shipping_address,sale_date,0.0
legacy_sales,third_sales,shipping_address,delivery_status,0.0
legacy_sales,third_sales,shipping_address,payment_option,0.0
legacy_customers,modern_products,premium_member,weight_kg,0.0
legacy_customers,modern_products,premium_member,current_price,0.0
legacy_customers,modern_products,premium_member,brand,0.0
legacy_customers,modern_products,premium_member,seller,0.0
legacy_customers,modern_products,premium_member,subcategory,0.0
legacy_customers,modern_products,premium_member,category,0.0
legacy_customers,modern_products,premium_member,title,0.0
legacy_customers,modern_products,premium_member,asin,0.0
legacy_customers,modern_customers,premium_member,loyalty_tier,0.0
legacy_customers,modern_customers,premium_member,account_created,0.0
legacy_customers,modern_customers,premium_member,shipping_zip,0.0
legacy_customers,modern_customers,premium_member,shipping_state,0.0
legacy_customers,modern_customers,premium_member,shipping_city,0.0
legacy_customers,modern_customers,premium_member,phone,0.0
legacy_customers,modern_customers,premium_member,email,0.0
legacy_customers,modern_customers,premium_member,full_name,0.0
legacy_customers,modern_customers,premium_member,user_id,0.0
legacy_customers,third_sales,registration_date,customer_address,0.0
legacy_customers,third_sales,registration_date,payment_option,0.0
legacy_customers,third_sales,registration_date,delivery_status,0.0
legacy_customers,third_sales,registration_date,sale_total,0.0
legacy_customers,third_sales,registration_date,item_price,0.0
legacy_customers,third_sales,registration_date,order_quantity,0.0
modern_customers,third_customers,user_id,customer_name,0.0
modern_customers,third_customers,user_id,email_addr,0.0
modern_customers,third_customers,user_id,contact_number,0.0
modern_customers,third_customers,user_id,address_line,0.0
modern_customers,third_customers,user_id,city_name,0.0
modern_customers,third_customers,user_id,state_province,0.0
modern_customers,third_customers,user_id,postal_code,0.0
modern_customers,third_customers,user_id,country_code,0.0
modern_customers,third_customers,user_id,signup_date,0.0
modern_customers,third_customers,user_id,membership_status,0.0
modern_customers,third_products,user_id,item_code,0.0
modern_customers,third_products,user_id,item_name,0.0
modern_customers,third_products,user_id,category_name,0.0
modern_customers,third_products,user_id,brand_name,0.0
modern_customers,third_products,user_id,supplier,0.0
modern_customers,third_products,user_id,retail_price,0.0
modern_customers,third_products,user_id,item_weight,0.0
modern_customers,third_products,user_id,product_dimensions,0.0
modern_customers,third_products,user_id,availability_status,0.0
modern_customers,third_products,user_id,stock_level,0.0
legacy_customers,third_sales,registration_date,item_code,0.0
legacy_customers,third_sales,registration_date,account_id,0.0
modern_customers,third_sales,user_id,item_code,0.0
modern_customers,third_sales,user_id,order_quantity,0.0
modern_customers,third_sales,user_id,item_price,0.0
modern_customers,third_sales,user_id,sale_total,0.0
modern_customers,third_sales,user_id,sale_date,0.0
modern_customers,third_sales,user_id,delivery_status,0.0
modern_customers,third_sales,user_id,payment_option,0.0
modern_customers,third_sales,user_id,customer_address,0.0
legacy_customers,third_sales,registration_date,sale_id,0.0
legacy_customers,third_products,registration_date,stock_level,0.0
legacy_customers,third_products,registration_date,availability_status,0.0
legacy_customers,third_products,registration_date,product_dimensions,0.0
legacy_customers,third_products,registration_date,item_weight,0.0
legacy_customers,third_products,registration_date,retail_price,0.0
legacy_customers,third_products,registration_date,supplier,0.0
legacy_customers,third_products,registration_date,brand_name,0.0
legacy_customers,third_products,registration_date,category_name,0.0
legacy_customers,third_products,registration_date,item_name,0.0
legacy_customers,third_products,registration_date,item_code,0.0
legacy_customers,third_customers,registration_date,membership_status,0.0
legacy_customers,third_customers,registration_date,country_code,0.0
legacy_customers,third_customers,registration_date,postal_code,0.0
legacy_customers,third_customers,registration_date,state_province,0.0
legacy_customers,third_customers,registration_date,city_name,0.0
legacy_customers,third_customers,registration_date,address_line,0.0
legacy_customers,third_customers,registration_date,contact_number,0.0
legacy_customers,third_customers,registration_date,email_addr,0.0
legacy_customers,third_customers,registration_date,customer_name,0.0
legacy_customers,third_customers,registration_date,account_id,0.0
modern_customers,third_customers,full_name,account_id,0.0
legacy_customers,modern_sales,registration_date,promotion_applied,0.0
modern_customers,third_customers,full_name,email_addr,0.0
modern_customers,third_customers,full_name,contact_number,0.0
modern_customers,third_customers,full_name,address_line,0.0
legacy_customers,modern_sales,registration_date,payment_type,0.0
modern_customers,third_customers,full_name,state_province,0.0
modern_customers,third_customers,full_name,postal_code,0.0
modern_customers,third_customers,full_name,country_code,0.0
modern_customers,third_customers,full_name,signup_date,0.0
modern_customers,third_customers,full_name,membership_status,0.0
modern_customers,third_products,full_name,item_code,0.0
legacy_customers,modern_sales,registration_date,fulfillment_channel,0.0
legacy_customers,modern_sales,registration_date,timestamp,0.0
legacy_customers,modern_sales,registration_date,transaction_total,0.0
modern_customers,third_products,full_name,supplier,0.0
modern_customers,third_products,full_name,retail_price,0.0
modern_customers,third_products,full_name,item_weight,0.0
modern_customers,third_products,full_name,product_dimensions,0.0
modern_customers,third_products,full_name,availability_status,0.0
modern_customers,third_products,full_name,stock_level,0.0
modern_customers,third_sales,full_name,sale_id,0.0
modern_customers,third_sales,full_name,account_id,0.0
modern_customers,third_sales,full_name,item_code,0.0
modern_customers,third_sales,full_name,order_quantity,0.0
modern_customers,third_sales,full_name,item_price,0.0
modern_customers,third_sales,full_name,sale_total,0.0
modern_customers,third_sales,full_name,sale_date,0.0
modern_customers,third_sales,full_name,delivery_status,0.0
modern_customers,third_sales,full_name,payment_option,0.0
modern_customers,third_sales,full_name,customer_address,0.0
legacy_customers,modern_sales,registration_date,price_per_item,0.0
legacy_customers,modern_sales,registration_date,qty,0.0
legacy_customers,modern_sales,registration_date,product_asin,0.0
legacy_customers,modern_sales,registration_date,user_id,0.0
legacy_customers,modern_sales,registration_date,transaction_id,0.0
legacy_customers,modern_products,registration_date,product_condition,0.0
legacy_customers,modern_products,registration_date,stock_quantity,0.0
legacy_customers,modern_products,registration_date,specifications,0.0
legacy_customers,modern_products,registration_date,weight_kg,0.0
legacy_customers,modern_products,registration_date,current_price,0.0
legacy_customers,modern_products,registration_date,brand,0.0
legacy_customers,modern_products,registration_date,seller,0.0
legacy_customers,modern_products,registration_date,subcategory,0.0
legacy_customers,modern_products,registration_date,category,0.0
legacy_customers,modern_products,registration_date,title,0.0
legacy_customers,modern_products,registration_date,asin,0.0
legacy_customers,modern_customers,registration_date,loyalty_tier,0.0
legacy_customers,modern_customers,registration_date,prime_member,0.0
legacy_customers,modern_customers,registration_date,account_created,0.0
legacy_customers,modern_customers,registration_date,shipping_zip,0.0
legacy_customers,modern_customers,registration_date,shipping_state,0.0
modern_customers,third_customers,email,account_id,0.0
modern_customers,third_customers,email,customer_name,0.0
legacy_customers,modern_customers,registration_date,shipping_city,0.0
modern_customers,third_customers,email,contact_number,0.0
modern_customers,third_customers,email,address_line,0.0
modern_customers,third_customers,email,city_name,0.0
modern_customers,third_customers,email,state_province,0.0
modern_customers,third_customers,email,postal_code,0.0
modern_customers,third_customers,email,country_code,0.0
modern_customers,third_customers,email,signup_date,0.0
modern_customers,third_customers,email,membership_status,0.0
modern_customers,third_products,email,item_code,0.0
modern_customers,third_products,email,item_name,0.0
modern_customers,third_products,email,category_name,0.0
modern_customers,third_products,email,brand_name,0.0
modern_customers,third_products,email,supplier,0.0
modern_customers,third_products,email,retail_price,0.0
modern_customers,third_products,email,item_weight,0.0
modern_customers,third_products,email,product_dimensions,0.0
modern_customers,third_products,email,availability_status,0.0
modern_customers,third_products,email,stock_level,0.0
modern_customers,third_sales,email,sale_id,0.0
modern_customers,third_sales,email,account_id,0.0
modern_customers,third_sales,email,item_code,0.0
modern_customers,third_sales,email,order_quantity,0.0
modern_customers,third_sales,email,item_price,0.0
modern_customers,third_sales,email,sale_total,0.0
modern_customers,third_sales,email,sale_date,0.0
modern_customers,third_sales,email,delivery_status,0.0
modern_customers,third_sales,email,payment_option,0.0
modern_customers,third_sales,email,customer_address,0.0
legacy_customers,modern_customers,registration_date,phone,0.0
legacy_customers,modern_customers,registration_date,email,0.0
legacy_customers,modern_customers,registration_date,full_name,0.0
legacy_customers,modern_customers,registration_date,user_id,0.0
legacy_customers,third_sales,country,customer_address,0.0
legacy_customers,third_sales,country,payment_option,0.0
legacy_customers,third_sales,country,delivery_status,0.0
legacy_customers,third_sales,country,sale_date,0.0
legacy_customers,third_sales,country,sale_total,0.0
legacy_customers,third_sales,country,item_price,0.0
legacy_customers,third_sales,country,order_quantity,0.0
legacy_customers,third_sales,country,item_code,0.0
legacy_customers,third_sales,country,account_id,0.0
legacy_customers,third_sales,country,sale_id,0.0
legacy_customers,third_products,country,stock_level,0.0
legacy_customers,third_products,country,availability_status,0.0
legacy_customers,third_products,country,product_dimensions,0.0
legacy_customers,third_products,country,item_weight,0.0
legacy_customers,third_products,country,retail_price,0.0
legacy_customers,third_products,country,supplier,0.0
legacy_customers,third_products,country,brand_name,0.0
modern_customers,third_customers,phone,account_id,0.0
modern_customers,third_customers,phone,customer_name,0.0
modern_customers,third_customers,phone,email_addr,0.0
modern_customers,third_customers,phone,contact_number,0.0
modern_customers,third_customers,phone,address_line,0.0
modern_customers,third_customers,phone,city_name,0.0
modern_customers,third_customers,phone,state_province,0.0
modern_customers,third_customers,phone,postal_code,0.0
modern_customers,third_customers,phone,country_code,0.0
modern_customers,third_customers,phone,signup_date,0.0
modern_customers,third_customers,phone,membership_status,0.0
modern_customers,third_products,phone,item_code,0.0
modern_customers,third_products,phone,item_name,0.0
modern_customers,third_products,phone,category_name,0.0
modern_customers,third_products,phone,brand_name,0.0
modern_customers,third_products,phone,supplier,0.0
modern_customers,third_products,phone,retail_price,0.0
modern_customers,third_products,phone,item_weight,0.0
modern_customers,third_products,phone,product_dimensions,0.0
modern_customers,third_products,phone,availability_status,0.0
modern_customers,third_products,phone,stock_level,0.0
modern_customers,third_sales,phone,sale_id,0.0
modern_customers,third_sales,phone,account_id,0.0
modern_customers,third_sales,phone,item_code,0.0
modern_customers,third_sales,phone,order_quantity,0.0
modern_customers,third_sales,phone,item_price,0.0
modern_customers,third_sales,phone,sale_total,0.0
modern_customers,third_sales,phone,sale_date,0.0
modern_customers,third_sales,phone,delivery_status,0.0
modern_customers,third_sales,phone,payment_option,0.0
modern_customers,third_sales,phone,customer_address,0.0
legacy_customers,third_products,country,category_name,0.0
legacy_customers,third_products,country,item_name,0.0
legacy_customers,third_products,country,item_code,0.0
legacy_customers,third_customers,country,membership_status,0.0
legacy_customers,third_customers,country,signup_date,0.0
legacy_customers,third_customers,country,postal_code,0.0
legacy_customers,third_customers,country,state_province,0.0
legacy_customers,third_customers,country,city_name,0.0
legacy_customers,third_customers,country,address_line,0.0
legacy_customers,third_customers,country,contact_number,0.0
legacy_customers,third_customers,country,email_addr,0.0
legacy_customers,third_customers,country,customer_name,0.0
legacy_customers,third_customers,country,account_id,0.0
legacy_customers,modern_sales,country,promotion_applied,0.0
legacy_customers,modern_sales,country,payment_type,0.0
legacy_customers,modern_sales,country,fulfillment_channel,0.0
legacy_customers,modern_sales,country,timestamp,0.0
legacy_customers,modern_sales,country,transaction_total,0.0
legacy_customers,modern_sales,country,price_per_item,0.0
